City Name,City Number,Cloudiness,Humidity,Latitude,Temperature,URL,Windspeed
Misratah,200,8,100,32.38,54.9,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=misratah,ly",11.7
Adrar,200,0,61,27.87,59.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=adrar,dz",6.93
Santiago del Estero,200,76,56,-27.8,75.06,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=santiago del estero,ar",5.99
Punta Arenas,200,75,58,-53.16,55.4,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=punta arenas,cl",12.75
Marabba,200,0,48,12.35,65.56,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=marabba,sd",4.76
Castro,200,92,96,-42.48,58.54,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=castro,cl",3.98
Georgetown,200,92,100,-7.93,77.94,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=georgetown,sh",14.38
Birjand,200,40,100,32.86,42.8,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=birjand,ir",4.76
Kasongo-Lunda,200,12,95,-6.48,66.87,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=kasongo-lunda,cd",2.08
Dubai,200,0,77,25.27,64.26,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=dubai,ae",6.93
Busselton,200,0,100,-33.64,69.39,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=busselton,au",15.28
Punta Arenas,200,75,58,-53.16,55.4,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=punta arenas,cl",12.75
Jamestown,200,88,100,-15.94,73.35,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=jamestown,sh",13.27
Dharchula,200,0,53,29.85,35.73,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=dharchula,in",1.97
Rongai,200,32,91,-0.17,50.04,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=rongai,ke",0.4
Jamestown,200,88,100,-15.94,73.35,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=jamestown,sh",13.27
Kissidougou,200,64,85,9.19,71.28,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=kissidougou,gn",8.01
Arraial do Cabo,200,80,94,-22.97,76.63,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=arraial do cabo,br",6.22
Khilok,200,48,62,51.36,11.97,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=khilok,ru",3.98
Namibe,200,0,100,-15.19,75.69,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=namibe,ao",3.76
Keita,200,8,61,14.76,70.78,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=keita,ne",7.0
Luderitz,200,0,72,-26.65,60.8,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=luderitz,na",12.75
Georgetown,200,92,100,-7.93,77.94,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=georgetown,sh",14.38
Pisco,200,0,78,-13.71,73.4,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=pisco,pe",13.87
Sironko,200,0,94,1.23,54.9,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=sironko,ug",1.52
Axim,200,92,99,4.87,80.59,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=axim,gh",9.46
Erdenet,200,8,58,49.03,14.71,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=erdenet,mn",3.76
Saint George,200,20,82,32.38,68.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=saint george,bm",9.17
Bonoua,200,40,83,5.27,78.8,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=bonoua,ci",5.82
Sao Felix do Xingu,200,80,96,-6.64,74.38,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=sao felix do xingu,br",2.08
Robertsport,200,8,100,6.75,77.89,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=robertsport,lr",11.81
Grand Gaube,200,40,94,-20.01,77.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=grand gaube,mu",11.25
Bambous Virieux,200,40,94,-20.34,77.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=bambous virieux,mu",6.22
Yenagoa,200,88,93,4.92,75.69,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=yenagoa,ng",5.77
Kalabo,200,64,98,-15.0,65.34,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=kalabo,zm",3.65
Ushuaia,200,40,50,-54.81,55.4,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=ushuaia,ar",9.17
Ponta do Sol,200,12,100,17.2,68.22,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=ponta do sol,cv",11.81
Turmalina,200,100,98,-17.29,67.81,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=turmalina,br",6.67
Cape Town,200,0,71,-33.93,57.2,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=cape town,za",9.17
Nacala,200,88,96,-14.56,82.48,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=nacala,mz",5.66
Cumra,200,75,87,37.57,35.6,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=cumra,tr",2.24
Aden,200,92,100,12.79,75.96,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=aden,ye",15.73
Boffa,200,0,57,10.18,71.41,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=boffa,gn",7.0
Dikson,200,32,85,73.51,3.46,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=dikson,ru",18.63
Maragogi,200,100,100,-9.01,75.19,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=maragogi,br",5.66
Kisangani,200,64,100,0.52,70.02,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=kisangani,cd",3.76
Bathsheba,200,20,73,13.22,75.2,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=bathsheba,bb",16.11
Asosa,200,0,62,10.07,57.33,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=asosa,et",2.3
Rikitea,200,24,100,-23.12,79.2,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=rikitea,pf",10.69
Ushuaia,200,40,50,-54.81,55.4,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=ushuaia,ar",9.17
Hami,200,56,57,42.84,39.6,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=hami,cn",8.23
Port-Gentil,200,92,100,-0.72,75.15,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=port-gentil,ga",8.12
Arona,200,40,67,28.1,57.07,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=arona,es",11.41
Taltal,200,0,100,-25.41,52.78,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=taltal,cl",1.63
Hovd,200,12,64,48.01,11.83,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=hovd,mn",0.85
Keita,200,8,61,14.76,70.78,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=keita,ne",7.0
Lubao,200,56,84,-5.39,72.54,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=lubao,cd",2.64
Terekli-Mekteb,200,92,97,44.16,37.8,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=terekli-mekteb,ru",4.65
Yenagoa,200,88,93,4.92,75.69,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=yenagoa,ng",5.77
Matam,200,0,65,15.66,65.52,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=matam,sn",7.0
Saint-Philippe,200,0,78,-21.36,78.91,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=saint-philippe,re",8.05
Takoradi,200,80,100,4.89,79.02,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=takoradi,gh",6.22
Puerto Ayora,200,92,100,-0.74,73.39,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=puerto ayora,ec",1.74
Ugoofaaru,200,92,99,5.67,82.84,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=ugoofaaru,mv",15.05
Uaua,200,0,71,-9.84,71.82,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=uaua,br",6.33
Axim,200,92,99,4.87,80.59,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=axim,gh",9.46
Cape Town,200,0,71,-33.93,57.2,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=cape town,za",9.17
Muli,200,48,100,2.92,79.29,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=muli,mv",7.23
Senanga,200,92,98,-16.1,64.93,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=senanga,zm",8.46
Takoradi,200,80,100,4.89,79.02,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=takoradi,gh",6.22
Axim,200,92,99,4.87,80.59,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=axim,gh",9.46
Soyo,200,92,96,-6.13,76.14,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=soyo,ao",1.41
Yendi,200,76,94,9.45,72.9,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=yendi,gh",4.99
Buraydah,200,0,87,26.33,59.0,"http://api.openweathermap.org/data/2.5/weather?appid=25bc90a1196e6f153eece0bc0b0fc9eb&units=imperial&q=buraydah,sa",2.24
